code,e
IGF,http://www.fao.org/figis/skate/entities/codedentity/992783a1-25e7-4d6d-8a6f-c8464452a6a9
LLY,http://www.fao.org/figis/skate/entities/codedentity/ab90fb12-d329-46a7-bce3-0b620c3d45ec
BRK,http://www.fao.org/figis/skate/entities/codedentity/d957954c-2d11-47db-890a-bc533f8688ba
EJE,http://www.fao.org/figis/skate/entities/codedentity/bc5e8e7e-9128-4b72-9e37-53bed6291b67
VAY,http://www.fao.org/figis/skate/entities/codedentity/ea177e51-1c78-4245-9077-b7688cd2563e
LIJ,http://www.fao.org/figis/skate/entities/codedentity/bdc0e712-3651-4fc5-bad2-8f11911d8c15
ECT,http://www.fao.org/figis/skate/entities/codedentity/6e3244a5-7deb-440d-a8c4-f208d6005cbb
PQS,http://www.fao.org/figis/skate/entities/codedentity/c960f942-a67f-4bf6-ac27-f6e323ecbef9
URE,http://www.fao.org/figis/skate/entities/codedentity/4a09bbd6-5df1-473e-be9a-b7ef02620c96
MYV,http://www.fao.org/figis/skate/entities/codedentity/491b6cb3-999c-43df-8229-d0cd5d8e4afa
GTL,http://www.fao.org/figis/skate/entities/codedentity/d97ce377-aab4-459e-aaf0-efc2ceb8eb1f
AJS,http://www.fao.org/figis/skate/entities/codedentity/f09ebb94-cf5f-4fbf-af16-9eed2f5803ac
LGU,http://www.fao.org/figis/skate/entities/codedentity/8c014b89-e32f-47ef-99f2-e9186520f8bd
ERS,http://www.fao.org/figis/skate/entities/codedentity/f46c1b36-0452-41d1-b6a2-1d9675ea8601
CPZ,http://www.fao.org/figis/skate/entities/codedentity/43dada58-fdb2-4f2e-9cc5-099f638b3db5
YCP,http://www.fao.org/figis/skate/entities/codedentity/6ff91f69-46b4-477e-9862-f3fb1ecf5bef
RMG,http://www.fao.org/figis/skate/entities/codedentity/3eeb66b3-3bfd-4de4-989f-8f04fa0161a3
AOB,http://www.fao.org/figis/skate/entities/codedentity/876352f1-b087-466f-935d-53e3032dcf40
SBF,http://www.fao.org/figis/skate/entities/codedentity/eec73a57-407e-46c3-8f39-2e229f4ab263
PKN,http://www.fao.org/figis/skate/entities/codedentity/da7838a1-16b9-4ef8-8a20-50436c6a4179
JFD,http://www.fao.org/figis/skate/entities/codedentity/2871ad8b-ae4e-4cde-8b3c-8bbce365c06c
YBP,http://www.fao.org/figis/skate/entities/codedentity/94a81fb1-7939-4f3b-8c87-56a088954205
HDK,http://www.fao.org/figis/skate/entities/codedentity/b6e7407a-a103-44d8-9099-91160adbd9c7
MPF,http://www.fao.org/figis/skate/entities/codedentity/c634549d-6ae5-4e64-9efc-c551cd31b0e5
YIY,http://www.fao.org/figis/skate/entities/codedentity/d531afdd-943b-450d-838d-0586dc05f801
NXT,http://www.fao.org/figis/skate/entities/codedentity/fcf311a4-1374-4933-bf3e-f5b68b88524e
NQR,http://www.fao.org/figis/skate/entities/codedentity/dac67b75-5c54-4472-bc99-3566992d9c23
JUC,http://www.fao.org/figis/skate/entities/codedentity/f4978e95-dc5a-40c4-a051-997c205e3fcf
YQO,http://www.fao.org/figis/skate/entities/codedentity/30be6b0a-69e2-4c2e-882a-c9cd47bd8492
HSJ,http://www.fao.org/figis/skate/entities/codedentity/81478e54-9861-4249-a341-cb082a318dc6
DOX,http://www.fao.org/figis/skate/entities/codedentity/1022ec53-190a-48b5-9d64-d3341a38a390
SLE,http://www.fao.org/figis/skate/entities/codedentity/8fbe25c1-d51c-42be-bcb7-a7fa056fce76
PZN,http://www.fao.org/figis/skate/entities/codedentity/d042db15-e987-4e82-8f6c-aaca35c144ee
OTV,http://www.fao.org/figis/skate/entities/codedentity/a04ec78f-fab1-4fcc-82ed-5207c7e3ab00
EFM,http://www.fao.org/figis/skate/entities/codedentity/f6180ca7-d47b-47ca-8773-07771b802b52
MFZ,http://www.fao.org/figis/skate/entities/codedentity/5a34c9ba-5ea2-4750-8ff6-684673758ae3
LFG,http://www.fao.org/figis/skate/entities/codedentity/86ba87d2-0e44-4b95-bbb8-b925b8791907
GGU,http://www.fao.org/figis/skate/entities/codedentity/7b1be672-8a78-4a48-8705-bb57880847f1
GAP,http://www.fao.org/figis/skate/entities/codedentity/3cef3da4-ac0a-49e2-9646-e0e0e27a5079
LBZ,http://www.fao.org/figis/skate/entities/codedentity/69c4644e-79d6-4b2b-aabe-068dec1ffe24
NXI,http://www.fao.org/figis/skate/entities/codedentity/8421645f-8487-4871-89e1-ca1f88ba4d5b
YAG,http://www.fao.org/figis/skate/entities/codedentity/a843c9a4-b2c6-4964-a921-915fbd1400c7
TKC,http://www.fao.org/figis/skate/entities/codedentity/b0a081d4-2495-4bbc-8da7-dd45a10d8374
RIJ,http://www.fao.org/figis/skate/entities/codedentity/18734ed6-a14d-4513-aa08-c9e07d029453
AKE,http://www.fao.org/figis/skate/entities/codedentity/1b76924f-e0ce-41b9-9c71-0296c7426127
PGQ,http://www.fao.org/figis/skate/entities/codedentity/af21b879-75db-4846-9b66-f2ac438df16c
NEX,http://www.fao.org/figis/skate/entities/codedentity/267f9ca8-69f5-40f3-b5af-32b23a8dd50b
JBG,http://www.fao.org/figis/skate/entities/codedentity/a9fad83b-85f4-4db4-919e-b782ae41048e
PVP,http://www.fao.org/figis/skate/entities/codedentity/346aef9b-07fc-407d-8d87-fb7765af7fea
NTW,http://www.fao.org/figis/skate/entities/codedentity/dca96b43-5d3e-4029-9133-b053f4869a5f
CMA,http://www.fao.org/figis/skate/entities/codedentity/43ed0a63-8a4d-4780-be50-9d89db3c04a6
YMR,http://www.fao.org/figis/skate/entities/codedentity/60a1738f-c497-4940-9bd9-5b60f995efdd
HOM,http://www.fao.org/figis/skate/entities/codedentity/863a7b09-70cd-4f45-871a-ce0ee9728c08
QSA,http://www.fao.org/figis/skate/entities/codedentity/ad4c90b8-0336-4743-afd1-d237b1e53b7d
SHH,http://www.fao.org/figis/skate/entities/codedentity/5e093c75-5c19-49a3-b6d3-d5e18f353908
BJC,http://www.fao.org/figis/skate/entities/codedentity/66337618-e002-4769-9e12-43105dcfdc3f
RAY,http://www.fao.org/figis/skate/entities/codedentity/e7142abc-610a-40aa-a280-c4375997958b
RIP,http://www.fao.org/figis/skate/entities/codedentity/eed054c4-9d07-49a6-bb9b-d23589a9d865
HFK,http://www.fao.org/figis/skate/entities/codedentity/a003d3d3-1b04-4c72-8fe5-e8363a8cbf17
KAE,http://www.fao.org/figis/skate/entities/codedentity/dbf89133-8e6e-4d9f-8ed9-97b50de74117
CDG,http://www.fao.org/figis/skate/entities/codedentity/4eb253f7-ed35-4fd7-ab0c-4f3ea5fd2782
TCI,http://www.fao.org/figis/skate/entities/codedentity/4adac549-5f5a-470c-b542-5156f45c66b4
MTB,http://www.fao.org/figis/skate/entities/codedentity/605bf940-0ca8-4079-821c-ed7b8e3f1e1d
SWG,http://www.fao.org/figis/skate/entities/codedentity/f619d490-ad3e-4609-86e9-18d006148434
BYB,http://www.fao.org/figis/skate/entities/codedentity/0ea2ca6e-efe4-460f-9419-f1d20221f8ec
LGN,http://www.fao.org/figis/skate/entities/codedentity/b1a577ec-ad2b-42dc-bb7f-297a51d46b2c
OSU,http://www.fao.org/figis/skate/entities/codedentity/752b5a6d-e6d2-449c-926b-f25249697159
HFX,http://www.fao.org/figis/skate/entities/codedentity/d091ffc9-ed15-4ba1-b3b3-e2cadfdcbfed
SRB,http://www.fao.org/figis/skate/entities/codedentity/e601419a-9c76-49ff-9eae-1f1b97c0b095
GLR,http://www.fao.org/figis/skate/entities/codedentity/fd04d6ce-7d25-4192-927d-d800b0d0bd59
DTB,http://www.fao.org/figis/skate/entities/codedentity/f5fb5451-ed36-4a64-862b-928d495db829
REM,http://www.fao.org/figis/skate/entities/codedentity/4b8c6e71-0905-4d6a-9c5a-5e358bf77afd
MHF,http://www.fao.org/figis/skate/entities/codedentity/87c9e11a-ca29-4d4d-b02f-0b02c88d1f73
NZS,http://www.fao.org/figis/skate/entities/codedentity/00c7cfd9-92db-4e6e-8906-eb7d784e1cdc
BKE,http://www.fao.org/figis/skate/entities/codedentity/27d4283e-5e29-4593-bdfc-4b43e3eb88dd
SOS,http://www.fao.org/figis/skate/entities/codedentity/f4213158-17f3-42a1-af5d-56addccf378c
DJH,http://www.fao.org/figis/skate/entities/codedentity/c8280322-0359-4fc4-a295-e37321bd97ae
EYX,http://www.fao.org/figis/skate/entities/codedentity/f9d58dbe-b5ba-4de0-9415-89f7f2106629
ENO,http://www.fao.org/figis/skate/entities/codedentity/4a7a699a-8db7-458b-b434-156e71375764
TVE,http://www.fao.org/figis/skate/entities/codedentity/3deaffc9-b240-4e51-9a40-79b658e01efe
ERZ,http://www.fao.org/figis/skate/entities/codedentity/d943cf59-1cb0-4b0f-bda2-17f2b7cd4547
RTL,http://www.fao.org/figis/skate/entities/codedentity/23b03bf6-f959-4aa8-afb5-362d804e1396
MRZ,http://www.fao.org/figis/skate/entities/codedentity/1b39a119-98f7-4f80-90c9-85173aaa6086
COF,http://www.fao.org/figis/skate/entities/codedentity/454f2d21-07a5-4976-8bf7-e46e69e1ba69
SCK,http://www.fao.org/figis/skate/entities/codedentity/95a64b79-2ed0-4b4f-a60c-271f53aa808f
LHE,http://www.fao.org/figis/skate/entities/codedentity/1b3eca6a-5440-4eff-af47-4cbdb67374cb
LDD,http://www.fao.org/figis/skate/entities/codedentity/552bcf2b-4962-4b28-9c34-3cbd4f3577a6
LOB,http://www.fao.org/figis/skate/entities/codedentity/e0c91cb3-597e-46d3-856d-a4f453de68ff
HKP,http://www.fao.org/figis/skate/entities/codedentity/a1e0ede7-9f8e-45f3-abb9-d700860978f1
NNT,http://www.fao.org/figis/skate/entities/codedentity/bb10f411-457d-421c-baa6-e10e3ccb8899
LFZ,http://www.fao.org/figis/skate/entities/codedentity/8cb3b45e-f028-4b59-b4ca-473b6c75a9fb
FIW,http://www.fao.org/figis/skate/entities/codedentity/f243c996-270b-4087-966c-5877cddbaa36
UFD,http://www.fao.org/figis/skate/entities/codedentity/18c0cc4b-a494-4643-a68d-3bba12dae872
SDK,http://www.fao.org/figis/skate/entities/codedentity/cb29b0f8-4310-48bf-b826-378ef9b442a6
VNI,http://www.fao.org/figis/skate/entities/codedentity/fb33f89a-1a40-4ecc-88d0-18d49cfaab05
TUA,http://www.fao.org/figis/skate/entities/codedentity/c48193fd-5704-4bd7-a547-fcaee190c72a
HZO,http://www.fao.org/figis/skate/entities/codedentity/fb22ef31-450a-4fd1-a194-d47bd1cd9d52
OSF,http://www.fao.org/figis/skate/entities/codedentity/d13110c7-e4a2-41ae-bbd1-3d73b9970fed
UUC,http://www.fao.org/figis/skate/entities/codedentity/a10278b1-7cf7-4ad7-a62d-3f1338a34e4c
YOT,http://www.fao.org/figis/skate/entities/codedentity/ac1e0c6f-1fbe-41a3-9c4a-e8b88bfe0da3
BUE,http://www.fao.org/figis/skate/entities/codedentity/49ec314f-c2d5-4ce4-af5d-9c5de74b1991
PGW,http://www.fao.org/figis/skate/entities/codedentity/273f8dab-c489-4c9a-9260-90c76b5418f7
UGC,http://www.fao.org/figis/skate/entities/codedentity/c6710273-89ee-41bd-bdf5-755cf4a0f78e
OOX,http://www.fao.org/figis/skate/entities/codedentity/9a8cb5cc-e061-4a9a-8ddc-1e41dd6a74d4
HUV,http://www.fao.org/figis/skate/entities/codedentity/5af9be48-edfd-4b62-ad9e-3984c6bd4ebd
LYS,http://www.fao.org/figis/skate/entities/codedentity/3dd6c101-f3e5-4d42-96a4-2b7e8fb8d574
KLG,http://www.fao.org/figis/skate/entities/codedentity/813fe65d-bde7-4100-918a-0bed568fe863
BNV,http://www.fao.org/figis/skate/entities/codedentity/3b09b24c-68a7-4bcb-be41-053013124726
NDA,http://www.fao.org/figis/skate/entities/codedentity/5569a381-aa05-4ff5-bddc-e61ff914fe84
CED,http://www.fao.org/figis/skate/entities/codedentity/0f2f3c65-c7fd-4ca6-acf5-e2a0c44b0b5c
RAP,http://www.fao.org/figis/skate/entities/codedentity/8851f323-e043-4918-af97-84c69040e192
SSX,http://www.fao.org/figis/skate/entities/codedentity/16cc8e70-b0fd-4193-a278-29a09522ac55
CHO,http://www.fao.org/figis/skate/entities/codedentity/40ccbe52-dcbe-43cf-bb19-aa2b9799cca2
AMG,http://www.fao.org/figis/skate/entities/codedentity/bdfcfd52-d385-4b7a-b57a-65e8bb0f9419
TRH,http://www.fao.org/figis/skate/entities/codedentity/fcf44cbd-e68f-4bc8-a89f-a90d3074a87e
CTC,http://www.fao.org/figis/skate/entities/codedentity/ccf89652-edf8-4c29-8dd9-61efcba5f22e
KMC,http://www.fao.org/figis/skate/entities/codedentity/2d418d88-dd0e-4fef-9c1c-74d58a5ec01c
RPO,http://www.fao.org/figis/skate/entities/codedentity/50523940-fbf2-4e30-9454-db90ab2c33a4
ARJ,http://www.fao.org/figis/skate/entities/codedentity/99272f96-eb8b-4809-910c-f0f7ef275a98
PNV,http://www.fao.org/figis/skate/entities/codedentity/df27ddfd-d914-4fd4-87fc-527b87d9ebe3
HGS,http://www.fao.org/figis/skate/entities/codedentity/b607b52a-4ec0-4e4b-a3a2-371d509bd33a
DDB,http://www.fao.org/figis/skate/entities/codedentity/c19b4008-37c2-4fec-b374-e20392d0e841
BBI,http://www.fao.org/figis/skate/entities/codedentity/862c0704-c093-4bb2-ba5b-29d1890311d5
HMP,http://www.fao.org/figis/skate/entities/codedentity/0b9a3d6b-a631-4c33-a737-d2e644d0d29f
TYX,http://www.fao.org/figis/skate/entities/codedentity/d6ab7345-d301-4c5d-b655-c2d906357922
LZD,http://www.fao.org/figis/skate/entities/codedentity/d51c3a5f-a7e7-4941-9825-d396531bf4d6
COS,http://www.fao.org/figis/skate/entities/codedentity/277b509e-5c52-41d7-a40c-d8ea365984f9
HVR,http://www.fao.org/figis/skate/entities/codedentity/256ab57f-273b-4082-8b60-85355eefb2d5
MNB,http://www.fao.org/figis/skate/entities/codedentity/4618d730-df28-4ffe-916b-8e132c5b625f
DSA,http://www.fao.org/figis/skate/entities/codedentity/1904ab0a-cefb-417f-bfa9-acb8c40c1907
MJC,http://www.fao.org/figis/skate/entities/codedentity/215bab35-2f49-4543-aa58-27375dac7bbe
GDX,http://www.fao.org/figis/skate/entities/codedentity/b71ffd9d-bca1-4d94-b3c6-8186b5b34df0
HKV,http://www.fao.org/figis/skate/entities/codedentity/339bb471-e97f-4a1b-ac62-a15d07ab7955
MYB,http://www.fao.org/figis/skate/entities/codedentity/f4e7cbed-6028-4e94-865e-860cfd396718
IUP,http://www.fao.org/figis/skate/entities/codedentity/765ba14d-1835-453e-ae9f-4f40cdb46b57
UKA,http://www.fao.org/figis/skate/entities/codedentity/4e94209e-903d-4c97-aa71-c53793ac3a9c
VPD,http://www.fao.org/figis/skate/entities/codedentity/9d55c1cf-2d1b-436e-a002-23e1e7203392
GQY,http://www.fao.org/figis/skate/entities/codedentity/09a6c3af-d612-4ead-b478-2484d01162dc
LHX,http://www.fao.org/figis/skate/entities/codedentity/5f58d584-47c2-4a94-b6df-240211e1d3c0
CPF,http://www.fao.org/figis/skate/entities/codedentity/79395b88-87a5-45d9-bb63-10a8110299bd
RLR,http://www.fao.org/figis/skate/entities/codedentity/359f9b24-5cbd-460f-b3ed-74f8cc0e44ba
ANM,http://www.fao.org/figis/skate/entities/codedentity/bea758ee-704d-4ae5-9cbf-38ee9b880990
NQX,http://www.fao.org/figis/skate/entities/codedentity/e6473e09-71d5-4721-a50a-4bf90de079cb
OTU,http://www.fao.org/figis/skate/entities/codedentity/2560ea9c-6341-44a7-8e20-3d556cb1f0a2
GPH,http://www.fao.org/figis/skate/entities/codedentity/9b10587a-c79f-4c85-bc42-8edac81a2553
LGH,http://www.fao.org/figis/skate/entities/codedentity/aa21932e-e430-4fdc-a1e9-063edfd9daec
CPN,http://www.fao.org/figis/skate/entities/codedentity/3cc24963-07a4-4ec5-81c6-909e3d5e7785
HCV,http://www.fao.org/figis/skate/entities/codedentity/b10ad268-099a-44c9-a17a-0de90b419268
UID,http://www.fao.org/figis/skate/entities/codedentity/30e5eebf-0951-4965-b5fa-cb7e45f30f6c
GRU,http://www.fao.org/figis/skate/entities/codedentity/30c1312d-1d11-467b-a7b5-b79f60a130d4
PYX,http://www.fao.org/figis/skate/entities/codedentity/8c337144-06e7-4d33-88e6-98cc9b3f8f0a
LVG,http://www.fao.org/figis/skate/entities/codedentity/4e1e99a7-616c-412b-b656-8fd910392486
OQJ,http://www.fao.org/figis/skate/entities/codedentity/17b8f833-1d61-43ef-b156-e858f9920075
YPZ,http://www.fao.org/figis/skate/entities/codedentity/ff5299cc-13df-46c8-8fa0-304699a62ab6
HRU,http://www.fao.org/figis/skate/entities/codedentity/59d2db3b-19cc-42d6-b1f9-db5f288b7d8e
UMI,http://www.fao.org/figis/skate/entities/codedentity/8ef86a57-6162-4917-a6b0-9a5840285724
PFA,http://www.fao.org/figis/skate/entities/codedentity/fcf4ae91-8749-4dfe-a953-a6456825db33
NXF,http://www.fao.org/figis/skate/entities/codedentity/9d93813b-f82c-4fe7-9590-60d362e19b7f
SKP,http://www.fao.org/figis/skate/entities/codedentity/a517aecc-6b94-4445-9396-01475851d2a9
BMK,http://www.fao.org/figis/skate/entities/codedentity/45f82b1c-ef86-47af-aa47-e5c452dcc074
OKG,http://www.fao.org/figis/skate/entities/codedentity/e98d96db-02c5-4dc8-8c09-13f5ff6eb529
MFF,http://www.fao.org/figis/skate/entities/codedentity/552a0e77-253c-490b-97f7-f72e2cb3f3ce
KDM,http://www.fao.org/figis/skate/entities/codedentity/5a0bc553-04b9-42b4-9817-72ce61ca1111
DUI,http://www.fao.org/figis/skate/entities/codedentity/eae630ed-bf40-41e0-a85e-a623dde5944c
SZO,http://www.fao.org/figis/skate/entities/codedentity/35899458-5619-4efb-8f27-5efc72b784b8
EAB,http://www.fao.org/figis/skate/entities/codedentity/2dff77ba-7076-4d55-8d72-7b4bc1fb8917
UPI,http://www.fao.org/figis/skate/entities/codedentity/fd58ee5c-5e4a-4600-9273-c55eef8bf1fc
OPQ,http://www.fao.org/figis/skate/entities/codedentity/94919de3-ebd1-423d-a2e6-70eca0ec1e33
MUE,http://www.fao.org/figis/skate/entities/codedentity/a5d317c6-a682-41ef-a4a8-c8590e85825a
DIL,http://www.fao.org/figis/skate/entities/codedentity/26615460-a42d-4e88-97c1-1810871709ec
SKW,http://www.fao.org/figis/skate/entities/codedentity/069eb2f7-1d0e-4448-918a-2dfeb20c0a01
GOZ,http://www.fao.org/figis/skate/entities/codedentity/5474554c-cd23-4944-9e15-4068366626cf
ENB,http://www.fao.org/figis/skate/entities/codedentity/bf312456-8930-471b-a059-93731a803ed9
VIY,http://www.fao.org/figis/skate/entities/codedentity/e84481ef-4fe7-4b03-8790-2c51fc68cf1b
CLI,http://www.fao.org/figis/skate/entities/codedentity/fe1e3234-4b64-4b74-a030-8128f12f3d38
RHU,http://www.fao.org/figis/skate/entities/codedentity/22fac821-1d38-47c1-a7f5-f8a6a70b5619
AJP,http://www.fao.org/figis/skate/entities/codedentity/4f02fc39-2c3c-4ae0-9eba-2505615b6d9c
AKN,http://www.fao.org/figis/skate/entities/codedentity/90217889-63ec-4f98-8c40-878c67b15aeb
TQE,http://www.fao.org/figis/skate/entities/codedentity/d5c1cbdd-b26d-40eb-a9d5-37764940c7e2
OOR,http://www.fao.org/figis/skate/entities/codedentity/a5823489-97c2-4909-9906-457b11dc4980
NED,http://www.fao.org/figis/skate/entities/codedentity/3217ed28-439e-4593-83de-c206f7aa1932
AAV,http://www.fao.org/figis/skate/entities/codedentity/130660c3-a4d8-49ee-8324-94d7cd534cf2
LCK,http://www.fao.org/figis/skate/entities/codedentity/ef3804b0-2a09-482a-ad83-11baddfe68a4
CGD,http://www.fao.org/figis/skate/entities/codedentity/5b386528-fcda-4cb7-893b-6a9c3d0c5b8a
JAR,http://www.fao.org/figis/skate/entities/codedentity/77677ac0-b6d7-43c4-987f-1a4af97adb4e
TYM,http://www.fao.org/figis/skate/entities/codedentity/da0a72a0-d3ea-4853-9cbc-31d5fe3a3f01
CUE,http://www.fao.org/figis/skate/entities/codedentity/396f1536-8267-4b34-838d-bcc5021d527b
LRJ,http://www.fao.org/figis/skate/entities/codedentity/da4e9f75-5fa8-48ff-b509-3eb63c8be0be
HNX,http://www.fao.org/figis/skate/entities/codedentity/8914d8d1-5907-4a6a-8a8b-8727709f92d8
SGS,http://www.fao.org/figis/skate/entities/codedentity/307af5ac-a98c-4694-a516-98cd0d6d4b78
BIN,http://www.fao.org/figis/skate/entities/codedentity/a9cce6b3-0914-48c9-9f21-0d25a1c1af24
SAZ,http://www.fao.org/figis/skate/entities/codedentity/3f2b6e7b-a8ae-4dc9-8ccd-fab078e2d0bd
MBI,http://www.fao.org/figis/skate/entities/codedentity/484d72ec-92f1-4fbb-96f7-3510f0e5e696
UXK,http://www.fao.org/figis/skate/entities/codedentity/cc0a610b-6878-4d37-8ce6-8f6d13d3087a
SVR,http://www.fao.org/figis/skate/entities/codedentity/d6f9925f-55e7-400f-b997-46419ada2913
BXM,http://www.fao.org/figis/skate/entities/codedentity/9079f540-bf9a-45f9-9bc6-bd01b636b203
MIZ,http://www.fao.org/figis/skate/entities/codedentity/36e8cb70-e338-46a3-aa88-60a319038f67
OSA,http://www.fao.org/figis/skate/entities/codedentity/94449216-8bc1-41b6-a4a3-79bbba4f552b
MQH,http://www.fao.org/figis/skate/entities/codedentity/d644fea5-0b0f-49e9-ac09-f50e16fb6f7e
KOO,http://www.fao.org/figis/skate/entities/codedentity/82b25226-692c-44cd-a2db-60aa40d1c812
IMV,http://www.fao.org/figis/skate/entities/codedentity/035965b4-0cc1-4ed9-bef0-b834098ae25b
OJJ,http://www.fao.org/figis/skate/entities/codedentity/b7680a90-b0f0-4503-b412-22b4204c3440
IPN,http://www.fao.org/figis/skate/entities/codedentity/6c354872-883c-42b4-bac8-b63c718809e6
TFQ,http://www.fao.org/figis/skate/entities/codedentity/1ae48550-9660-4f4c-aea1-7e10e7fea297
CHL,http://www.fao.org/figis/skate/entities/codedentity/ed5b6c94-1054-4a92-ab8c-77b2c3a92060
RDX,http://www.fao.org/figis/skate/entities/codedentity/b2fa1c59-1f20-4cf3-986e-f7018bb64412
AFS,http://www.fao.org/figis/skate/entities/codedentity/c1c13bc7-2e21-4c44-86f1-4616a3475fe6
NAG,http://www.fao.org/figis/skate/entities/codedentity/820fdf82-8f2a-471d-9968-4617962ddf55
PQU,http://www.fao.org/figis/skate/entities/codedentity/ed32c66d-e02a-407c-962c-e639e62bce94
DUK,http://www.fao.org/figis/skate/entities/codedentity/7a6e1081-9d3e-441f-b6bb-590aa077dfab
XYB,http://www.fao.org/figis/skate/entities/codedentity/c8b8aeb1-7611-4001-ad0d-c33517596ca5
DTM,http://www.fao.org/figis/skate/entities/codedentity/80ce4ff1-fcea-4041-bffb-1498f317321b
EUP,http://www.fao.org/figis/skate/entities/codedentity/17681699-8bff-4d59-acde-355d61ef07b3
EYD,http://www.fao.org/figis/skate/entities/codedentity/9731ffda-ffde-4623-b3fd-c50e21cb3975
LRQ,http://www.fao.org/figis/skate/entities/codedentity/419421c4-ef09-402f-974a-6c11ac9efd06
TUP,http://www.fao.org/figis/skate/entities/codedentity/9a62f620-c291-45c0-a37e-1e91d3f0eb5d
CWK,http://www.fao.org/figis/skate/entities/codedentity/dd9c4c19-c1fa-48e1-948b-07b930e967e8
RSW,http://www.fao.org/figis/skate/entities/codedentity/90f213c0-3d42-4ea8-a198-de87d45608a8
AUR,http://www.fao.org/figis/skate/entities/codedentity/feab4587-6f57-425b-bd84-9780a7c3bdc0
XTB,http://www.fao.org/figis/skate/entities/codedentity/0f993526-eb79-40c4-a5ec-24f0db05f145
NPF,http://www.fao.org/figis/skate/entities/codedentity/a57ec219-17a7-459d-a96e-42bf79b4b564
RBM,http://www.fao.org/figis/skate/entities/codedentity/dc86c307-7aa3-4558-9bb3-d43c3c03bc8b
PZV,http://www.fao.org/figis/skate/entities/codedentity/dbbf3fef-f50e-4b68-96ee-140441936f98
ENW,http://www.fao.org/figis/skate/entities/codedentity/b333d768-f550-4b60-b7b6-ac4e3089bca6
YIA,http://www.fao.org/figis/skate/entities/codedentity/af0c43f8-85be-4ebd-be0a-73cc79f5e689
FIC,http://www.fao.org/figis/skate/entities/codedentity/5ffe21a1-d68c-405d-9c19-5687f734b9d9
STH,http://www.fao.org/figis/skate/entities/codedentity/b325b8c6-ea8e-4f7b-9933-b6d767821423
SCV,http://www.fao.org/figis/skate/entities/codedentity/06bf13d5-206e-4983-b5e3-b03b35f268d3
ENF,http://www.fao.org/figis/skate/entities/codedentity/69936620-6f23-4e49-a58e-c0783254cd4d
AYB,http://www.fao.org/figis/skate/entities/codedentity/2bbd218b-5b9e-43e1-a295-04afa030beaf
TJB,http://www.fao.org/figis/skate/entities/codedentity/1cc90e2e-b649-4970-818e-638f41179ed4
FXB,http://www.fao.org/figis/skate/entities/codedentity/0c1937a9-2d1a-475b-8875-5aab741c66ef
UTN,http://www.fao.org/figis/skate/entities/codedentity/648be8d1-4062-42d4-bf6b-53775b57e265
SRU,http://www.fao.org/figis/skate/entities/codedentity/0aa82b31-41d9-41dd-bfc4-3d0e3cdf8d21
QAS,http://www.fao.org/figis/skate/entities/codedentity/663a38e1-b811-475e-8b30-e115f35e9c86
OOD,http://www.fao.org/figis/skate/entities/codedentity/88e7a2a4-a176-494f-9b8e-328920c478e7
MMK,http://www.fao.org/figis/skate/entities/codedentity/189b35ec-45f5-4790-be81-f590377d8248
FJF,http://www.fao.org/figis/skate/entities/codedentity/b07d8501-1cee-4fc3-b4c6-6fa8d4061797
EFH,http://www.fao.org/figis/skate/entities/codedentity/19fd7bd2-3f52-4ae5-8d2b-31a308584152
TBT,http://www.fao.org/figis/skate/entities/codedentity/0f2a48cc-0202-48ce-aae5-7786ed870e26
CDO,http://www.fao.org/figis/skate/entities/codedentity/442c70ac-33eb-40a3-918c-bb7cd1b6004e
UNL,http://www.fao.org/figis/skate/entities/codedentity/b9340a7f-bfd9-45f4-9c6d-b69d55a3cab1
EUG,http://www.fao.org/figis/skate/entities/codedentity/9d09f402-defd-4649-b2f5-01c6d699aa29
TQS,http://www.fao.org/figis/skate/entities/codedentity/d7ad1c9a-c45d-4017-88f5-21d5366caedf
CSN,http://www.fao.org/figis/skate/entities/codedentity/4f4324cf-8203-4a31-a0b0-d1faf0e4601c
EVB,http://www.fao.org/figis/skate/entities/codedentity/29d76623-0ea8-400a-96fe-d5064ee2d3c8
AQU,http://www.fao.org/figis/skate/entities/codedentity/3fe8e7ba-cb0b-4075-8938-38805660ae44
TIQ,http://www.fao.org/figis/skate/entities/codedentity/a7cd1e59-64cf-41d6-a37a-7af68f738c1f
PNB,http://www.fao.org/figis/skate/entities/codedentity/6fe72752-4ae4-4530-816d-58c08f170b5e
NLI,http://www.fao.org/figis/skate/entities/codedentity/13fe0ec1-6e1c-4d0a-b87f-c8bde3ea0750
FOD,http://www.fao.org/figis/skate/entities/codedentity/56c031fc-6bd9-4b08-aeeb-a55a6e16490e
YED,http://www.fao.org/figis/skate/entities/codedentity/8d8be47b-5d0c-4803-ba42-d9e01328515a
EMT,http://www.fao.org/figis/skate/entities/codedentity/a5ffd673-ec43-40c8-b207-c5f86043740a
DCM,http://www.fao.org/figis/skate/entities/codedentity/f36f11e5-4727-4893-9115-2e5f492086d0
BAT,http://www.fao.org/figis/skate/entities/codedentity/bfbb3c5d-859c-4c65-838e-07deb36ce027
LYO,http://www.fao.org/figis/skate/entities/codedentity/654e18b7-24b4-4dde-9c2f-68a7299f4647
YTC,http://www.fao.org/figis/skate/entities/codedentity/3e6d22db-1f06-437d-ac4a-9d3c8b895bf5
